restaurant,reviewer,review,rating,metadata,time,year,length,word_count,suspicious_len,suspicious_dup,possible_ai,restaurant_name,rating_value,category,keywords
Beyond Flavours,Imteja7,the place is very good 5 to the live music she is just superb with beautiful voice food is nice n loved the lightningentrance is also very nice,5,3 Reviews,2019-05-20 14:17:00,2019,143,28,False,False,False,Beyond Flavours,5,General,"['nice', 'superb', 'beautiful']"
Beyond Flavours,Nisha Gahlawat,sonalin has a great voice must visit the place once became fan of her the food is good 5 star from my side live music lightening everything is just awesome,5,"2 Reviews , 1 Follower",2019-05-20 12:45:00,2019,155,30,False,False,False,Beyond Flavours,5,General,"['fan', 'star', 'live']"
Beyond Flavours,Dharini Hombal,i heard her voiceshe is too beautiful with amazing voice just love her voice the way she sings became fan of sonalin priyadarshini good place must visit the food is also nice,5,"1 Review , 26 Followers",2019-05-20 12:30:00,2019,174,32,False,False,False,Beyond Flavours,5,General,"['heard', 'fan', 'beautiful']"
Beyond Flavours,Ankita Sinha,sonalin is a very good singer in the city beautiful face with beautiful face must visit this place beautiful live music loved it loved the food as well very good lightning,5,"9 Reviews , 5 Followers",2019-05-20 12:25:00,2019,171,31,False,False,False,Beyond Flavours,5,General,"['beautiful', 'loved', 'city']"
Beyond Flavours,Ppck2412,food is descent enough desert options were also good starrers were also tasty one bad experience ee had is waiting time even though we booked table prior time,4,"3 Reviews , 3 Followers",2019-05-20 12:11:00,2019,158,28,False,False,False,Beyond Flavours,4,General,"['booked', 'desert', 'time']"
Beyond Flavours,Pragya Sarda,short review decent breads and starters bad shaam savera a little screwed up daal makhni but should be a oneoff case better ambience at night and importantly good quantity i wanted to give a 25 but thats not an option extensive ambience its better at night friends who had been here during the day didnt like it much so if you prefer ambience go at night food ordered a hara bhara kebab shaam savera daal makhni rotis and raita yes im a vegetarian the good part quantity i was excited to see shaam savera on their menu but take it from me you do not want to order it it is no where close to what it should be they messed it up real bad especially the colors the daal makhni had big chunks of garlic cloves which spoiled it for me it wasnt creamy too the breads and raita were decent the hara bhara kebabs were decent too soft they had an extra outer coating of peanuts so if youre not a peanut fan on your kebabs ask them to skip that step conclusion it looked like they had made food in a hurry would like to give this place another try hoping that mine was one of the odd cases if things change youll know,3,"9 Reviews , 8 Followers",2019-05-20 00:35:00,2019,1107,217,False,False,False,Beyond Flavours,3,General,"['daal', 'makhni', 'night']"
Beyond Flavours,Anindya,excellent food and very good service by soumen das ambience was good too with live music food was served timely decor of the restaurant was amazing as well,5,"1 Review , 1 Follower",2019-05-19 22:57:00,2019,155,28,False,False,False,Beyond Flavours,5,General,"['decor', 'live', 'excellent']"
Beyond Flavours,Santhosh Reddyy,my review for this place would be 5star for the ambeince and the service from the staff which lacks in lots of place even though the food is good in places like these special hey to papiya shuvro,5,"3 Reviews , 1 Follower",2019-05-19 22:46:00,2019,195,38,False,False,False,Beyond Flavours,5,General,"['lots', 'review', 'places']"
Beyond Flavours,Piyali Mahapatra,it was a very nice experience food was amazing friendly staff with welcoming attitude papia was very friendly and accommodating good ambiance i will definitely recommend this place,5,"3 Reviews , 190 Followers",2019-05-19 22:32:00,2019,180,28,False,False,False,Beyond Flavours,5,General,"['friendly', 'attitude', 'definitely']"
Beyond Flavours,Mehak Malhotra,had dinner with my friends menu is perfect something for everyone service was awesome and papia was very accommodating good ambience with amazing live music will be back definitely,5,"6 Reviews , 10 Followers",2019-05-19 22:29:00,2019,180,29,False,False,False,Beyond Flavours,5,General,"['live', 'perfect', 'dinner']"
Beyond Flavours,Pradeep Kumar Gupta,service experience was very good especially by papiya food served was very good and tasty and they served it very well i would like to visit beyond again and will recommend it to friends for its food and its reasonable price,5,1 Review,2019-05-19 21:52:00,2019,224,41,False,False,False,Beyond Flavours,5,General,"['served', 'reasonable', 'especially']"
Beyond Flavours,Shubham Singh Chauhan,service food and ambiance was very nice staff was very humble while taking order and while serving food live music was like cherry on the cake,5,1 Review,2019-05-19 21:30:00,2019,142,26,False,False,False,Beyond Flavours,5,Dessert,"['humble', 'taking', 'live']"
Beyond Flavours,Prerna Mund,the food was we ordered banjara tangdi for starter which was the best among all papiya shuvro was well mannered and her service was best among all,5,"2 Reviews , 8 Followers",2019-05-19 21:26:00,2019,146,27,False,False,False,Beyond Flavours,5,General,"['tangdi', 'best', 'starter']"
Beyond Flavours,Pranith Patro,staff are just polite and responsive food is the best part here and it is better as ambience also awesome here i met two persons here named papiya and shuvro who are the best at their services food items i liked here were basket biryani and kodi drum sticks finally just loved,5,"2 Reviews , 39 Followers",2019-05-18 21:54:00,2019,276,52,False,False,False,Beyond Flavours,5,Indian,"['just', 'kodi', 'best']"
Beyond Flavours,Sai Raj Kiran,i came here with my parents we ordered for thai peneer tikka kaju pulao and veg biryani the kaju pulao and veg biryani were really good this is a decent place to go with family shubro and papiya served well,4,"2 Reviews , 1 Follower",2019-05-18 15:54:00,2019,206,40,False,False,False,Beyond Flavours,4,Indian,"['kaju', 'pulao', 'veg']"
Beyond Flavours,Razeen,well were new to hyderabad and i can for a fact say that its probably the best place ive eaten a buffet at in hyderabad period especially id like to thank shurvo and papiya for their amazing service double metha was just too good overall a worthwhile experience,5,5 Reviews,2019-05-18 15:53:00,2019,261,48,False,False,False,Beyond Flavours,5,General,"['hyderabad', 'fact', 'eaten']"
Beyond Flavours,Prasanna,wonderful place with awesome ambience best to visit at night to see all the pretty lights and to enjoy some savory foods shubro and papiya were good with service,5,1 Review,2019-05-18 15:18:00,2019,161,29,False,False,False,Beyond Flavours,5,General,"['lights', 'foods', 'wonderful']"
Beyond Flavours,Jeevith Reddy,good ambience and great serviceweve had buffet for 25 peoplethe waiters were patient and we even got noodles replaced since the one served in the buffet went bad shoutout to shubro and pradeep took care of our entire afternoon,4,"4 Reviews , 2 Followers",2019-05-18 15:06:00,2019,226,39,False,False,False,Beyond Flavours,4,Chinese,"['buffet', 'entire', 'afternoon']"
Beyond Flavours,Sugandha Saxena,my review of the place comes after multiple visits that have spanned over 4 months and now i can safely say that its one of the good places around theyre located near the biodiversity signal above fabindia theres ample parking for both two and four wheelers the ambience is a bit dim after dark and the seating is divided into various options including a pdr section the menu design is in the shape of a bottle and the array spans continental chinese and indian cuisines heres the list of things that i have tried across all my visits panko crumbed mozzarella sticks cheese sticks that are coated and fried pure cheese bliss veg lasagna this place has one of the good lasagne in the town crispy chilli corn kernels the usual favourite this one has a slightly different presentation here makhmali paneer tikka cottage cheese shashlik sizzler italian nachos nachos topped with red sauce and cheese and baked in the dish cheese and cheese pizza soft base pizza loaded with cheese and a few pieces of green olives i cannot stress enough on how i have loved all that i tried here i have also tried out their lunch buffet the variety may not be as elaborate as other places but with the food quality and the discount that they offer for bulk bookings it is at least a onetime try but what i really adore here is their mocktails beyond delight is an absolute delight also a fan of the guava and chilli and apple and kiwi night drinks the staff is ever so courteous a special mention to papiya and shuvro who were our attendants on the latest visit the place has zomato gold 11 which further brings down their reasonable rates a meal for two would roughly be around 700 that fills not only your tummy but also you heart,4,"150 Reviews , 2135 Followers",2019-05-18 14:53:00,2019,1711,313,False,False,False,Beyond Flavours,4,Italian,"['cheese', 'visits', 'delight']"
Beyond Flavours,Singh.ibm,had lunch today at beyond flavors the food was very good and delicious and awesome service was provided by soumen das shuvro would highly recommend the restaurant,5,"2 Reviews , 2 Followers",2019-05-18 14:48:00,2019,162,27,False,False,False,Beyond Flavours,5,General,"['flavors', 'provided', 'today']"
Beyond Flavours,Sind Hu,the reason for giving only a 3 star is because of the longlong time wait for the tables we went on friday afternoon we waited almost more than 30mins to get a table we lost our patience and left for another restaurant as v didnt get a table even aftr waiting for such a long timei think restaurant management should take this into consideration and try to decrease the waiting time of customer,3,"61 Reviews , 167 Followers",2019-05-18 14:16:00,2019,393,73,False,False,False,Beyond Flavours,3,General,"['waiting', 'table', 'lost']"
Beyond Flavours,Sameer Singh,service is really exceptional cheers to manav who served us really well food was nice too loved the ambience too with nice music playing in the background,4,1 Review,2019-05-17 22:46:00,2019,154,27,False,False,False,Beyond Flavours,4,General,"['playing', 'nice', 'cheers']"
Beyond Flavours,Jaya Phaneendra,soumen das waited our table thanks buddy for a great service will visit soon soumen das waited our table thanks buddy for a great service will visit soonsoumen das waited our table thanks buddy for a great service will visit soon soumen das waited our table thanks buddy for a great service will visit soon,5,"2 Reviews , 1 Follower",2019-05-17 22:17:00,2019,306,55,False,False,False,Beyond Flavours,5,General,"['waited', 'thanks', 'table']"
Beyond Flavours,Gokulnath Kunjumon,papiya shuvro was great she helped us get the tables quickly and suggested us the best sizzlers in the menu ambience was awesome she suggested the best table and was very helpful till we were there will visit again for the awesome service you guys should try as well if u plan to take your loved one n give an osm experience then this is the place,5,1 Review,2019-05-17 21:12:00,2019,347,67,False,False,False,Beyond Flavours,5,General,"['suggested', 'awesome', 'helped']"
Beyond Flavours,Raj Verma,quite good ambienceliked special restro biryanimust trylike the service papiya and shuvrothey were really good at der servicewill like to visit againits nice place to visit specially at nyt tymfood was yumshould try biryani,5,"1 Review , 13 Followers",2019-05-17 15:33:00,2019,223,34,False,False,False,Beyond Flavours,5,Indian,"['visit', 'specially', 'special']"
Beyond Flavours,AKANKSHA GAIKWAD,pradeep and shubroto were amazing and friendly service was awesome n food out of the worldmust visit for all people out there will visit again,5,"1 Review , 40 Followers",2019-05-17 14:32:00,2019,142,25,False,False,False,Beyond Flavours,5,General,"['visit', 'people', 'friendly']"
Beyond Flavours,Divyakant,we visited this place for a colleagues farewell we had a really great timegood food and service by pradeep and shobro will come again later,5,"7 Reviews , 1 Follower",2019-05-17 14:30:00,2019,139,25,False,False,False,Beyond Flavours,5,General,"['later', 'colleagues', 'come']"
Beyond Flavours,Anisha Rajput,the restaurant has an amazing ambience staff is polite and suggest good recommendations on food if you visit beyond flavours sometime do reach out to papiya and shuvro as she can suggest some really good dishes,5,"2 Reviews , 1 Follower",2019-05-16 22:31:00,2019,210,36,False,False,False,Beyond Flavours,5,General,"['suggest', 'flavours', 'polite']"
Beyond Flavours,Chaitanya Patwari,excellent food and service special mention for papiya shuvro surprised to see such good quality food being served at such low prices ambience is quite good too highly recommended,5,"5 Reviews , 2 Followers",2019-05-16 21:56:00,2019,178,29,False,False,False,Beyond Flavours,5,General,"['surprised', 'low', 'mention']"
Beyond Flavours,Hasini1998,papiya and shuvro as the fb executives were really courteous and friendly thoroughly enjoyed our experience here good place for a cute lil date hehe and for a nice family dinner,5,1 Review,2019-05-16 21:17:00,2019,177,31,False,False,False,Beyond Flavours,5,General,"['date', 'enjoyed', 'courteous']"
Beyond Flavours,Catherene Clement,this was the first time we visited this restaurant and the experience was good in terms of food hospitality service and ambience thanks to shubro and papiya for their hospitality,5,"1 Review , 16 Followers",2019-05-16 20:44:00,2019,178,30,False,False,False,Beyond Flavours,5,General,"['hospitality', 'terms', 'thanks']"
Beyond Flavours,Dyagamrahul,we went for lunch buffet yesterday and took a chance after seeing some good and some average reviews in zomato the spread in buffet is too less just 3 veg and 3 non veg starters 2 main course in veg and non veg just one fried rice and chicken biryani desserts are ice cream and jamun the taste was ok and not to expect too much little disappointing when starters are not hot fish fry was decent schezwan chicken was ok veg spring rolls were too good big surprise for me is onion rings as starters kadai ghost in main course was good but missing that masala flavour chicken was ok biryani is average egg fried rice was good for the money we pay we expect some good food they use much of colour in food items suggestion to management is use less coating and less food colouring in starters overall experience is ok but they can be much better for the amount you pay,3,"25 Reviews , 24 Followers",2019-05-16 07:13:00,2019,863,165,False,False,False,Beyond Flavours,3,Indian,"['ok', 'veg', 'starters']"
Beyond Flavours,Malleshwari Seelam,the place is just beyond beautiful ambience is excellent and food is good the service by soumen das is extremely good highly recommended place,4,"3 Reviews , 12 Followers",2019-05-15 21:46:00,2019,142,24,False,False,False,Beyond Flavours,4,General,"['beautiful', 'extremely', 'highly']"
Beyond Flavours,Vibhor Joshi,i have been to beyond a few times and have tried out a lot of their dishes it never disappoints i would specially recommend their soups the healthy broth soup and the roasted chicken soup are amazing in addition the service is great and our server papiya was very courteous and prompt this place has become my go to place for a good dining experience,5,"2 Reviews , 31 Followers",2019-05-15 21:09:00,2019,350,65,False,False,False,Beyond Flavours,5,General,"['soup', 'roasted', 'soups']"
Beyond Flavours,Vikas Raikwar,if you have time to waste for taste u r most welcome the taste was really superb but the service was very very slow dishes were impressively having different flavours which i liked,4,"4 Reviews , 2 Followers",2019-05-15 18:33:00,2019,180,33,False,False,False,Beyond Flavours,4,General,"['welcome', 'flavours', 'superb']"
Beyond Flavours,Snigdha Jidigam,the food here is good and would add on if you could increase your spreadananya was courteous and good at servingambience was also good and was peaceful,5,"1 Review , 54 Followers",2019-05-15 15:18:00,2019,151,27,False,False,False,Beyond Flavours,5,General,"['peaceful', 'add', 'good']"
Beyond Flavours,Tatarao Vana,pardeep and shubrat has served great food and great ambience must try the food is awesome and ambience is too good a great place to go with a team,5,"1 Review , 33 Followers",2019-05-15 15:07:00,2019,146,29,False,False,False,Beyond Flavours,5,General,"['great', 'ambience', 'team']"
Beyond Flavours,Oblesh J,one of the best restaurants in hyderabad near gachibowli ambiance was good lunch spread was good and was very tasty thank papiya for her guidance,5,2 Reviews,2019-05-15 15:02:00,2019,145,25,False,False,False,Beyond Flavours,5,General,"['near', 'restaurants', 'thank']"
Beyond Flavours,Sharmistha Kamat,i really liked the food here it was different from what we get in every other restaurant really appreciate the service by papiyaloved the presentation of the food,5,"3 Reviews , 14 Followers",2019-05-15 14:49:00,2019,162,28,False,False,False,Beyond Flavours,5,General,"['appreciate', 'really', 'presentation']"
Beyond Flavours,Monika,had a good food and good time at this place ambience was really good and had a nice time thanks shubro for assistance and guidance for having food,4,"1 Review , 1 Follower",2019-05-15 14:18:00,2019,146,28,False,False,False,Beyond Flavours,4,General,"['time', 'good', 'having']"
Beyond Flavours,Hemant Bissa,best place to hangout food is really great thanks papiya for the service staff was reallly cooperative ambience is really great especially pdrprivate dining room is awesome,5,1 Review,2019-05-15 14:13:00,2019,172,27,False,False,False,Beyond Flavours,5,General,"['room', 'really', 'great']"
Beyond Flavours,Tejaswi Rao,we went for a team lunch such a worst restaurant food was tasteless service was very slow and ac was not working weve requested them multiple times but its of no use please dont waste your money and i strictly recommend not to prefer beyond flavours,1,"1 Review , 24 Followers",2019-05-15 03:26:00,2019,249,46,False,False,False,Beyond Flavours,1,General,"['requested', 'working', 'ac']"
Beyond Flavours,Satyajit Sarangi,discovered this place while returning from an despicable day at the office walked in and ordered some food thinking itd be the same takeout food one could get at any outlet but but the food turned out to be a saviour and the way theyve designed this place is indeed remarkable the lights and the mixed setup would give you a retro feel good for a normal group of people who would want to sit and a have a great conversation over food,5,"3 Reviews , 2 Followers",2019-05-15 00:17:00,2019,433,83,False,False,False,Beyond Flavours,5,General,"['food', 'setup', 'lights']"
Beyond Flavours,Gautam Dev,second time being here its really beyond imagination beyond taste and beyond flavours as well very courteous staff and very hospitile taste is good but the best part is presentation its really meeting the standard of a 5 star restaurant very impressed with mr ahmed pradeep and mr dipanajan who are very friendly and took care of us very well good job guys keep it up,5,"47 Reviews , 4734 Followers",2019-05-15 00:07:00,2019,367,66,False,False,False,Beyond Flavours,5,General,"['mr', 'standard', 'impressed']"
Beyond Flavours,Paridhi Mittal,we ordered vegetable lasagne and sizzler chicken tikka both of which were absolutely delicious the ambience is amazing and the service is good,5,"8 Reviews , 4 Followers",2019-05-15 00:00:00,2019,142,23,False,False,False,Beyond Flavours,5,General,"['vegetable', 'sizzler', 'absolutely']"
Beyond Flavours,Sathya K,one of the best food experiences i had in hyderabad the desserts was yum appricot pudding is must have ahmed khan your service was unparalled keep up the good work,5,3 Reviews,2019-05-14 23:12:00,2019,163,30,False,False,False,Beyond Flavours,5,Dessert,"['yum', 'work', 'desserts']"
Beyond Flavours,Rashmi Prasad,ahmed was a great help in beyond flavour he may suggest great food as he has good experience the staters and sizzler was too good the sauce that was use in the chicken dish was awsome nan was very soft even if you take without butter you can easily eat great experience in beyond flavors,5,"1 Review , 1 Follower",2019-05-14 22:58:00,2019,287,55,False,False,False,Beyond Flavours,5,General,"['great', 'experience', 'help']"
Beyond Flavours,Shopharsh29,had dinner at this place and the attendant was papiya the staff is very friendly and the ambiance is awesome good variety of food and beverages,5,1 Review,2019-05-14 21:24:00,2019,143,26,False,False,False,Beyond Flavours,5,General,"['variety', 'dinner', 'friendly']"
Beyond Flavours,Saswati Kar Choudhury,we happened to go to this place on last sunday and it was mothers day and they had flat 50 on the buffet meal for the mother which i really likedneedless to say the ambience and music was really good we had a reservation but had to wait fir 10 mins to get a seatthey served us mango juice as wrlcome drink which tasted really goodthe buffet spread was one of a kind strters veg paneer tikka veg spring roll and veg cutletthey were lil cold but the taste wad good non veg chicken kebab chicken manchurian and fish fish was very tasty though it coupd taste better if it was hotchicken was fair enuf singapore noodlesegg salad and pasta they were good but it was cold main course mutton rogan josh chicken tikka masalapalak paneer all were equally good biriyani egg frued rice and chicken biriyani were really great desserts moong dal halwa tasted really yumm ice creamgulab jamuncut fruitsbanana cake the staff were too slow in service and the food was refilles very slowwe had to wait for quite long time to actually eat to stomach full they could improve the above points to stand better overall 32,3,"51 Reviews , 232 Followers",2019-05-14 16:26:00,2019,1098,200,False,False,False,Beyond Flavours,3,Italian,"['really', 'veg', 'chicken']"
Beyond Flavours,Manish Reddy,good ambience with an absolutely delicious food ive got best company here by ananya beyond flavours the place is quite and has peaceful music with fun loving staff great place for friends,4,1 Review,2019-05-14 15:43:00,2019,187,32,False,False,False,Beyond Flavours,4,General,"['company', 'peaceful', 'flavours']"
Beyond Flavours,Mudit,i have been at this place for dinner a few days back the ambience was good the restaurant was almost half occupied we immediately got a table but then waited for 10 mins to get water and menu that too after a few reminders we ordered a few starters main course items and mock drinks only the starters could be served in 30 mins there was no sign of mock drinks we noticed similar service issues on other tables noticed guests literally shouting on the staff the food was just average dishes were not prepared well at least when compared to 41 rating on zomato we finally decided to just have starters and hop onto another restaurant for rest of the meal,2,"1 Review , 2 Followers",2019-05-12 08:37:00,2019,653,122,False,False,False,Beyond Flavours,2,General,"['mins', 'starters', 'drinks']"
Beyond Flavours,Susmitha Penisetti,i have been to this place twice and had 2 different experiences 1st time it was with colleagues and i loved the food and ambience and service and everything except the prices as it was too costly their special baked biriyani is work a try its unique and tasty because of the good experience i revisited this place with my sister she orders a mocktail and it was terriblethey replace it but it was still not good and then i asked them about a starter if it was with bone or boneless and they told me it was boneless later on the arrival they told me that it comes with both its disappointing to know that the staff doesnt know about the menu,3,"20 Reviews , 23 Followers",2019-05-12 00:13:00,2019,640,123,False,False,False,Beyond Flavours,3,General,"['boneless', 'told', 'know']"
Beyond Flavours,Tanmayee Manchiraju,its one of the best places to hangout with friends seemed like a quiet common place for group lunches etc food was very good and the ambience was also very nice loved everything,5,2 Reviews,2019-05-11 22:51:00,2019,177,33,False,False,False,Beyond Flavours,5,General,"['quiet', 'group', 'places']"
Beyond Flavours,Sunil.bollineni,ambience is good and staff are polite and friendly food is super good and had nice time having lunch keep up the good work thank you for your nice hospitality loved it,5,"2 Reviews , 1 Follower",2019-05-11 16:32:00,2019,167,32,False,False,False,Beyond Flavours,5,General,"['nice', 'good', 'hospitality']"
Beyond Flavours,Vignesh Rk,i would like to introduce this restaurant to a new ingredient called salt if you add that yo your food it would taste way better so basically none of the food we ordered had salt we ordered fries panko mozzarella sticks tomato cream soup panner65 italian nachos not sure how that was nachos or italian they basically bought a pack of dorittos and added mozarella cheese on top the beans were not baked at all and the entire dish was cold except for the plate that it was brought in pretty sure they just dumped the items and stashed it inside a microwave the paneer 65 was horrendous might as well called it garlic 65 with no salt next was the mozarella sticks which was again cold and no salt the only decent item that we got was the fries and the soup thanks to gid we didnt order any main course all these came up to 1300 and odd thanks to zomato gold our price went down this place is way too expensive for the quality of food they serve and talking about the restaurant in general the place looks decent but there are stoves stashed under tables and seats and plants kept at inconvenient spots they really need to clean up more,1,"13 Reviews , 67 Followers",2019-05-11 10:06:00,2019,1132,214,False,False,False,Beyond Flavours,1,Italian,"['salt', 'italian', 'nachos']"
